Boogiepop Novel 5,"/Users/pedrocruz/Desktop/e-books/""Boogiepop Novel 2 - Boogiepop Returns VS Imaginator Part 1.pdf""",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Boogiepop Novel 6,"/Users/pedrocruz/Desktop/e-books/""Boogiepop Novel 2 - Boogiepop Returns VS Imaginator Part 2.pdf""",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
